arquivo_csv,quantidade_itens,capacidade_peso,capacidade_volume,algoritmo_mais_rapido,menor_tempo_medio
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,300.0,dp,"0,31"
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,400.0,dp,"0,42"
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,500.0,dp,"0,59"
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,600.0,dp,"0,89"
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,700.0,dp,"1,0144"
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,800.0,dp,"1,2096"
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,900.0,dp,"1,1662"
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,1000.0,dp,"1,4383"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,100.0,dp,"0,15"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,200.0,dp,"0,24"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,300.0,dp,"0,43"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,400.0,dp,"0,8"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,500.0,dp,"0,92"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,600.0,dp,"1,5146"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,700.0,dp,"1,6464"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,800.0,dp,"1,6715"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,900.0,dp,"1,3162"
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,1000.0,dp,"1,3063"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,100.0,dp,"0,16"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,200.0,dp,"0,33"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,300.0,dp,"0,7"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,400.0,dp,"1,1554"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,500.0,dp,"1,5682"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,600.0,dp,"1,6946"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,700.0,dp,"1,5848"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,800.0,dp,"1,2808"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,900.0,dp,"1,2909"
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,1000.0,dp,"0,92"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,100.0,dp,"0,19"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,200.0,dp,"0,47"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,300.0,dp,"1,0482"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,400.0,dp,"1,3613"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,500.0,dp,"1,5963"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,600.0,dp,"1,3781"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,700.0,dp,"1,0075"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,800.0,dp,"1,0158"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,900.0,dp,"0,89"
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,1000.0,dp,"0,98"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,100.0,dp,"0,21"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,200.0,dp,"0,62"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,300.0,dp,"1,0065"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,400.0,dp,"1,5555"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,500.0,dp,"1,3262"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,600.0,dp,"1,1603"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,700.0,dp,"0,96"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,800.0,dp,"0,82"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,900.0,dp,"0,88"
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,1000.0,dp,"0,84"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,100.0,dp,"0,28"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,200.0,dp,"0,67"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,300.0,dp,"1,2807"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,400.0,dp,"1,5829"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,500.0,dp,"1,2756"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,600.0,dp,"0,99"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,700.0,dp,"0,9"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,800.0,dp,"0,91"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,900.0,dp,"0,81"
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,1000.0,dp,"0,77"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,100.0,dp,"0,28"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,200.0,dp,"0,96"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,300.0,dp,"1,3092"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,400.0,dp,"1,3364"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,500.0,dp,"0,95"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,600.0,dp,"0,92"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,700.0,dp,"0,89"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,800.0,dp,"0,81"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,900.0,dp,"0,81"
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,1000.0,dp,"0,78"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,100.0,dp,"0,34"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,200.0,dp,"1,0458"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,300.0,dp,"1,6041"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,400.0,dp,"1,3586"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,500.0,dp,"1,0442"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,600.0,dp,"0,88"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,700.0,dp,"0,89"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,800.0,dp,"0,79"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,900.0,dp,"0,78"
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,1000.0,dp,"0,81"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,100.0,dp,"0,05"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,200.0,dp,"0,098"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,300.0,dp,"0,15"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,400.0,dp,"0,2"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,500.0,dp,"0,31"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,600.0,dp,"0,36"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,700.0,dp,"0,44"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,800.0,dp,"0,48"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,900.0,dp,"0,55"
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,1000.0,dp,"0,63"
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,100.0,dp,"0,097"
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,200.0,dp,"0,19"
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,300.0,dp,"0,29"
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,400.0,dp,"0,46"
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,500.0,dp,"0,57"
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,600.0,dp,"0,7"
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,700.0,dp,"0,88"
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,800.0,dp,1
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,900.0,dp,"1,1512"
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,1000.0,dp,"1,6900"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,100.0,dp,"0,17"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,200.0,dp,"0,37"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,300.0,dp,"0,61"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,400.0,dp,"0,98"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,500.0,dp,"1,7347"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,600.0,dp,"1,7044"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,700.0,dp,"2,2582"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,800.0,dp,"2,0108"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,900.0,dp,"2,4171"
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,1000.0,dp,"2,5245"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,100.0,dp,"0,24"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,200.0,dp,"0,41"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,300.0,dp,"0,78"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,400.0,dp,"1,3610"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,500.0,dp,"1,8359"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,600.0,dp,"2,3785"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,700.0,dp,"2,6167"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,800.0,dp,"1,9562"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,900.0,dp,"1,7277"
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,1000.0,dp,"1,3515"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,100.0,dp,"0,29"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,200.0,dp,"0,76"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,300.0,dp,"1,7936"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,400.0,dp,"1,4869"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,500.0,dp,"3,7593"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,600.0,dp,"3,8399"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,700.0,dp,"3,0138"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,800.0,dp,"2,4715"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,900.0,dp,"2,4444"
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,1000.0,dp,"2,0079"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,100.0,dp,"0,36"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,200.0,dp,"0,73"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,300.0,dp,"1,6691"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,400.0,dp,"2,3696"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,500.0,dp,"2,3598"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,600.0,dp,"2,1057"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,700.0,dp,"1,6799"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,800.0,dp,"1,6050"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,900.0,dp,"1,5163"
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,1000.0,dp,"1,4329"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,100.0,dp,"0,35"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,200.0,dp,"1,8141"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,300.0,dp,"4,4628"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,400.0,dp,"5,7619"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,500.0,dp,"5,1228"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,600.0,dp,"3,1801"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,700.0,dp,"2,6351"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,800.0,dp,"1,9782"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,900.0,dp,"1,2461"
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,1000.0,dp,"1,2327"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,100.0,dp,"0,42"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,200.0,dp,"3,1359"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,300.0,dp,"3,4758"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,400.0,dp,"5,2511"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,500.0,dp,"2,3775"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,600.0,dp,"2,4962"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,700.0,dp,"2,3925"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,800.0,dp,"1,1507"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,900.0,dp,"1,1362"
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,1000.0,dp,"1,1346"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,100.0,dp,"0,83"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,200.0,dp,"3,6007"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,300.0,dp,"5,3336"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,400.0,dp,"4,0114"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,500.0,dp,"2,6696"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,600.0,dp,"3,1629"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,700.0,dp,"1,7467"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,800.0,dp,"1,1585"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,900.0,dp,"1,1584"
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,1000.0,dp,"1,2109"
variacao_total.csv,100.0,100.0,100.0,bb,"0,00069"
variacao_total.csv,100.0,100.0,200.0,bb,"0,00039"
variacao_total.csv,100.0,100.0,300.0,bb,"0,00041"
variacao_total.csv,100.0,100.0,400.0,bb,"0,00042"
variacao_total.csv,100.0,100.0,500.0,bb,"0,00048"
variacao_total.csv,100.0,100.0,600.0,bb,"0,00055"
variacao_total.csv,100.0,100.0,700.0,bb,"0,0004"
variacao_total.csv,100.0,100.0,800.0,bb,"0,00069"
variacao_total.csv,100.0,100.0,900.0,bb,"0,00047"
variacao_total.csv,100.0,100.0,1000.0,bb,"0,00069"
variacao_total.csv,100.0,200.0,100.0,bb,"0,00057"
variacao_total.csv,100.0,300.0,100.0,bb,"0,00056"
variacao_total.csv,100.0,400.0,100.0,bb,"0,00061"
variacao_total.csv,100.0,500.0,100.0,bb,"0,0006"
variacao_total.csv,100.0,600.0,100.0,bb,"0,00042"
variacao_total.csv,100.0,700.0,100.0,bb,"0,00064"
variacao_total.csv,100.0,800.0,100.0,bb,"0,0008"
variacao_total.csv,100.0,900.0,100.0,bb,"0,00046"
variacao_total.csv,100.0,1000.0,100.0,bb,"0,00047"
variacao_total.csv,200.0,100.0,100.0,dp,"0,012"
variacao_total.csv,300.0,100.0,100.0,dp,"0,025"
variacao_total.csv,400.0,100.0,100.0,dp,"0,037"
variacao_total.csv,500.0,100.0,100.0,dp,"0,047"
variacao_total.csv,600.0,100.0,100.0,dp,"0,073"
variacao_total.csv,700.0,100.0,100.0,dp,"0,083"
variacao_total.csv,800.0,100.0,100.0,dp,"0,077"
variacao_total.csv,900.0,100.0,100.0,dp,"0,071"
